name,average_revenue_per_movie
Roth Films,300824360.38461536
Kinberg Genre,353529354.6363636
Weinstein Company,75267620.83333333
Malpaso Productions,105875079.95238096
One Race Films,455174120.5833333
United Artists,89906109.27777778
Canal Plus,20924601.295154184
Platinum Dunes,115961533.1
Laura Ziskin Productions,543195680.8
Centropolis Entertainment,262150062.7857143
Plan B Entertainment,80607796.37837838
GK Films,191566919.83333334
The Safran Company,150179598.875
Miramax Films,45808710.518518515
21 Laps Entertainment,72934215.1388889
Seven Bucks Productions,220203004.2
Nickelodeon Films,82244705.11538461
MTV Films,52293483.86666667
Dentsu Inc.,270868045.0625
Parkes+Macdonald Productions,148391823.47368422
Gary Sanchez Productions,79849159.95238096
Alcon Entertainment,70388772.78571428
Cruise-Wagner,433124669.14285713
Marc Platt Productions,73851543.45454545
Judd Apatow,122211069.25
Lakeshore Entertainment,55014201.45
Millennium Films,52801854.62
Bad Hat Harry Productions,341922745.25
Mosaic Media,97133865.1111111
Blinding Edge Pictures,206568937.8181818
Matt Tolmach Productions,353271469.25
Hollywood Pictures,101494090.05263157
Escape Artists,78436058.12
Tencent Pictures ,274528004.45454544
Bron Creative,79443459.38461539
ImageMovers,141671113.7142857
Dimension Films,54614916.15625
Tribeca Film,68914742.54285714
Thunder Road Film,78599565.89655173
Bluegrass Films,133434711.5
20th Century Fox Animation,243680470.54545453
Gold Circle Films,40375587.7631579
Weed Road Pictures,104760729.04545455
Reliance Entertainment,61041456.4117647
MRC,260422768.2
Playtone,129585223.3125
StudioCanal,32164984.50420168
Lin Pictures,341299732.8
EuropaCorp,72547343.94117647
Everyman Pictures,181637075.25
Annapurna Pictures,38338547.527777776
Imprint Entertainment,203061942.44444445
De Line Pictures,142940878.5
Green Hat Films,345803838.2
Jersey Films,60265212.047619045
Atomic Monster,119276357.8888889
Warner Animation Group,99106466.3125
Michael De Luca Productions,131015948.41176471
Mandate Pictures,60166551.45
Morgan Creek Productions,67166137.5
Icon Productions,118806639.0
Mace Neufeld,157848683.8888889
Benderspink Productions,89850750.8
NPV Entertainment,281160917.3333333
Appian Way,79308344.625
Big Screen Prods,207505377.54545453
Gil Netter Productions,148177981.3
Red Hour Productions,51837266.47826087
Lawrence Gordon,121409167.36363636
Will Packer Productions,39422223.31818182
Jerry Weintraub,169283919.25
Point Grey,69491382.93333334
20th Century Studios,180129060.5
Alphaville,210953619.75
BBC Films,11459211.120481927
FilmNation Entertainment,21728040.37313433
Rideback,213066131.25
Tom Cruise Productions,336562312.6666667
Bagdasarian Company,351173681.25
Entertainment One,17809831.09589041
Tom DeSanto,970286885.5
Don Murphy,970286885.5
Montecito Picture Company,70372772.4375
Fuji Television Network,107876070.0
Mad Chance,99206470.91666667
DMG Entertainment,219347442.125
Sony Pictures,46255621.85185185
Broken Road,75107672.35294117
Constantin Film,66991301.24242424
Monkeypaw Pictures,124816606.14285715
A Band Apart,165442204.55555555
Troublemaker Studios,124581268.63636364
Tyler Perry Studios,52144251.833333336
Media Rights Capital,105177806.92857143
David Brown,170512285.83333334
Joint Effort,317445321.8
Red Wagon Entertainment,154405059.25
Cube Vision,85940079.125
Flynn Picture Company,159530340.1818182
Eddie Murphy Production,162747239.16666666
Reliance BIG Entertainment,83473243.57142857
Mutual Film Company,203247035.16666666
Gracie Films,143159022.875
Robert Simonds Company,95347778.8888889
Team Todd,110146923.22222222
Closest to the Hole,66362418.0
3 Arts Entertainment,61805282.35294118
DC Films,899851954.5
The Mark Gordon Company,98933618.3125
Phoenix Pictures,83985476.8888889
Nu Image,77781011.9
Saturn Films,78436545.6875
MARV Films,104715351.6
Good Universe,57786961.4
Di Novi Pictures,63805934.07692308
UK Film Council,23842874.583333332
Cross Creek Pictures,62842213.04347826
Maverick Films,379202984.3333333
Beacon Pictures,72378225.0
Laurence Mark,137913805.57142857
Rogue Pictures,52464391.421052635
Mark Johnson,409468195.3333333
Stage 6 Films,25194900.138888888
Valhalla Motion Pictures,218731591.0
CBS Films,36301304.86956522
Newmarket Films,160595155.2
Arad Productions,264574050.5
Image Nation Abu Dhabi,53440576.47058824
Image Nation,125460435.18181819
Lord Miller,219205985.25
Tig Productions,171291760.83333334
Animal Logic,127409779.8888889
Wendy Fineman Productions,340929697.0
Smart Entertainment,227307820.25
Dreamworks LLC,328825299.6666667
Hartbeat Productions,83239549.46153846
Wigram Productions,312873589.25
Open Road Films,30384193.884615384
Hemisphere Media Capital,511540886.0
Anonymous Content,25495214.386363637
Cine Plus,14981927.93277311
M6 Films,95700961.15384616
Leverage,47653851.78571428
Jon Peters,280617238.3333333
STX Entertainment,40372670.61111111
Orion Pictures,15816066.923076924
American Zoetrope,42924813.38095238
Birnbaum/Barber,183350879.4
Tapestry Films,71410061.875
Grive Productions,153950553.0
Wanda Pictures,817691766.0
2.0 Entertainment,193929420.2
Olive Bridge Entertainment,152050980.5
Waverly Films,186134603.4
Solana Films,148402855.0
Rainforest Films,92421081.0
Bazmark,240546746.75
STX Films,28606974.09090909
Dark Castle Entertainment,41949596.5
Junction Entertainment,394324607.0
Kerner Entertainment Company,221838718.5
Ghost House Pictures,78237927.66666667
A24,9610939.140625
Contrafilm,89710261.5
Sidney Kimmel Entertainment,24794837.769230768
Pariah Productions,56785498.21428572
Radar Pictures,52350549.95
7 Bucks Productions,324691332.6666667
87Eleven Inc.,89368349.0
Trigger Street Productions,124516332.0
Radiant Productions,299761416.6666667
Brownstone,66223100.3
Tim Burton,156027782.85714287
6th and Idaho,153512587.2
Dylan Clark Productions,153512587.2
HBO Films,62512243.85714286
TF1 Film Productions,60914067.9
Reuben Cannon Productions,45991327.625
Tall Trees,142271809.0
Douglas Wick,269881499.6666667
Carolco Pictures,204353843.5
China Film Company,254353130.1818182
Seed Productions,273475741.0
KatzSmith Productions,372256163.0
K/O Paper Products,197546657.2
Dickhouse,71021405.14285715
Mirage,55861247.9
Apatow Productions,47594529.3
Blue Wolf,321729501.5
Initial Entertainment Group,108574605.0
Guber-Peters,128299154.75
John Calley,629348152.5
22nd & Indiana ,547326372.0
Affirm Films,28099509.5
Huayi Brothers Pictures Ltd,95447350.46153846
Rough House Pictures,35490127.4
IM Global,16141453.044444444
Lego Systems A/S ,207810444.0
Wonderland Sound and Vision,64014273.0
Black Label Media,60198064.0
Blur Studio,352472060.5
Sega Sammy Group,352472060.5
Marza Animation Planet,352472060.5
Scholastic Entertainment Inc.,101349211.0
Mad Ghost Productions,571879350.0
Twisted Pictures,95634609.5
Aardman Animations,135469066.125
Perfect Storm Entertainment,356301527.0
Chartoff Winkler Productions,108242395.83333333
Cannell Studios,267073152.5
Steve Tisch Productions,679835137.0
Burg-Knoules,93148625.28571428
Beaglepug,297293392.3333333
New Republic Pictures,121640579.33333333
Bonnie Arnold,395794533.0
Jack Giarraputo,209416464.5
Maximum Effect ,393181185.0
Arthur Sarkissian,164912741.75
Wild West Picture Show,77498129.28571428
Lucamar,206100522.66666666
Alcor Films,53458901.333333336
Callahan Filmworks,162705304.0
Duncan Henderson Productions,965043494.0
Outlaw Productions,80771747.6
Brad Grey,88712614.83333333
Detective Agency,399105107.5
LD Entertainment,14394766.3
Hyde Park Entertainment,26220198.57894737
Misher Films,51100750.538461536
Film4,18543897.55172414
Roger Birnbaum,133003147.0
Emmett/Furla Films,43258528.84615385
PolyGram Filmed Entertainment,53816248.5625
Bernd Eichinger,214680461.66666666
TPS Company,44651235.14285714
Mayhem Pictures,59866695.0
B23,1110526981.0
2Dux2,146050594.6
Laika,70470934.0
Fuzzy Door,154646154.0
Smokehouse Pictures,68780519.77777778
Hutch Parker,235954634.5
Paramount Players,31390504.125
Double Feature Films,47243075.81818182
Flower Films,69271227.22222222
Pathe,15768876.403508771
IMAX Corporation,40058239.18181818
Geffen Pictures,71551277.83333333
Toho Co,77638119.27777778
Shangri-La Entertainment,89921156.5
Dino De Laurentiis,60996298.11111111
Out of the Blue Entertainment,133303606.0
Impact Pictures,128577677.81818181
Le Grisbi,60018554.777777776
Lynda Obst Productions,282313382.3333333
Neal H. Moritz,236829186.0
Protozoa Pictures,58809095.78571428
Section Eight,91013883.71428572
Mark Canton,124711001.33333333
Sahdy Acres,261391705.5
China Film Co. LTD,323581214.85714287
Steven Spielberg,192314283.0
Pacific Western,209117273.66666666
Esperanto Filmoj,238719130.0
Intermedia Film,59369323.8
Offspring Entertainment,90769754.125
Red Granite Pictures,111776074.75
Vertigo Films,28199786.375
Tollin/Robbins,91080397.25
TIK Films,152895181.14285713
Firm Films,79088140.83333333
Practical Pictures,125636225.83333333
Exclusive Media Group,49677490.0
Big Talk Pictures,43490374.928571425
Forward Pass,132000642.75
Mirage Enterprises,101122301.2
Samuel Goldwyn Films,6712225.850574712
Littlestar,495700824.5
Infinitum Nihil,92100431.25
Allison Shearmur,167911441.75
Gunnfilms,92980719.0
Zanuck/Brown,94271009.4
Stuber Pictures,83041832.0
Rat Entertainment,87074722.0
Why Not Productions,17272388.34375
Anton Capital Entertainment,48440227.47619048
Good Machine,152852140.33333334
Nick Wechsler,69259661.42857143
Runteldat Entertainment,106590517.5
FilmDistrict,99633066.0
Jim Henson Productions,35632477.666666664
Sikelia Productions,72305854.6
Bay Films,183245049.75
See-Saw Films,40208428.78947368
Malek Akkad,132981699.33333333
Four by Two Films,121804227.2
Moritz Borman,135851833.8
John Davis,214657249.5
Cold Springs Pictures,80860755.28571428
United Plankton Pictures,152625075.33333334
Room 101,96435419.83333333
Ronald Shusett,310112272.0
Roth Kirschenbaum Films,243403172.5
Endgame Entertainment,31305587.411764707
Tree Line Film,172543563.33333334
The Jackal Group,241196598.5
Simon Kinberg,383382786.5
Darren Star,354964018.0
Robert Rehme,168260312.66666666
Davis Films,112643453.45454545
Katja Motion Picture Corporation,299010064.5
Bona Film Group,104269290.66666667
State Street Pictures,24906875.636363637
Feigco Entertainment,51505995.5
40 Acres and a Mule Filmworks,19628566.733333334
Pitt Bull,484468608.0
Maddalena,101460630.25
Craven,101460630.25
Gotham Group,61707017.2
Beijing Universe Starlight Culture Media Company,171994532.0
Josephson Entertainment,87271672.85714285
Rocket Pictures,120832716.75
Pearl Street,55815118.0
QED International,70952105.8888889
QC Entertainment,61668883.833333336
Lawrence Bender,61092952.28571428
Curtis-Donen Productions,490359051.0
Huayi Brothers Corp.,64995429.73913044
Sony Pictures Classics,14028770.131578946
Goldcrest Films,24740055.19047619
Blue Light,208825388.33333334
Leonard Goldberg,243449681.5
M. Productions,317932274.5
Moving Pictures    ,83219276.5
Vendian Entertainment,66916160.71428572
Charles B. Wessler Entertainment,140441401.75
River Road Entertainment,60458379.666666664
Wild Bunch,11764801.567164179
Interscope Films,56301116.375
Guillermo del Toro,218916671.66666666
Sommers Company,235743956.0
On The Day Productions,45432702.333333336
Alliance Films,35750069.833333336
Strike Entertainment,89019633.57142857
Provident Films,18965759.75
Queen Films,882205260.0
Live Nation Productions,108171514.0
Bill Gerber,431870523.0
Wrigley Pictures,106227687.0
Riche-Ludwig,259551125.0
Double Dare You,131106357.2
Gratitude International,148212887.0
Michael Bay,82643121.25
Conundrum Entertainment,106387026.5
Zadan/Meron,188815153.0
Aggregate Films,60237481.8
Double Dream,467563955.0
The Bedford Falls Company,184077643.75
Lorne Michaels,51218783.2
Karz Entertainment,106413650.5
Hoffman,121393569.75
Big Kid Pictures,113016181.5
Image Entertainment,69430225.375
Mr. Mudd,32713375.9
Studio Babelsberg,55832531.54545455
Access Entertainment,174108434.25
Kevin Feige,644602516.0
Eric's Boy,312383487.0
Mythology Entertainment,76757876.16666667
Film 4,16564058.318181818
Lloyd Levin,133773597.66666667
DNA Films,33877447.0
Whitaker Entertainment,80059071.25
Zhiv,127759935.0
Nuyorican,63906393.2
Rastar Production,52686556.5
Ivan Reitman Production,105977213.0
Brandywine,320484756.0
Herrick Entertainment,56654791.4
Boxing Cat,86685498.66666667
Kennedy Miller,193707855.5
David Entertainment Company,223724687.0
Horseshoe Bay,117716414.0
Wayne Rice,104293341.75
Eidos Interactive,215211564.0
Hey Eddie,87874672.5
Sunday Night,87102683.5
Spring Creek Prod,78149819.6
Peters Entertainment,110415049.0
Dark Horse Entertainment,65056174.85714286
1212 Entertainment,133470650.0
Wind Dancer Films,96069172.75
Gama Entertainment,242514445.5
Mednick Productions,242502377.0
Heavy Metal,485004754.0
Konrad Pictures,167100688.5
Avi Arad,375464627.0
Guy Walks Into a Bar,91853884.66666667
Touchwood Pacific Partners ,47424289.25
Depth of Field,38412683.64285714
Sean Daniel Company,146444340.75
Golden Mean,312183437.0
Polygram Pictures,55441762.666666664
Marvel Entertainment,227588132.5
Blueprint Films,32373247.70588235
Fortis Films,72944892.75
Neal Street,158955136.0
Voltage Pictures,7092352.2
Wanda Media,172097105.0
Overture Films,38971422.0
LBI Entertainment,67961338.0
Matt Groening,527071022.0
Wayans Brothers Entertainment,154712312.0
Smoke House Pictures,105632729.33333333
Baltimore Spring Creek Pictures,164393256.0
Levantine Films,62226292.25
87North,62038205.666666664
Ashok Amritraj,38238866.5
T-Street,109299582.0
OddLot Entertainment,38674161.44444445
Momentum Pictures,19501209.44827586
T.D. Jakes,50162189.5
TPS Star,33451662.545454547
Gold-Miller,149715420.0
IMF,64882468.166666664
China Film Group,99118565.375
Automatik,6710151.444444444
Indian Paintbrush,34366757.54545455
Fountainbridge Films,109522281.66666667
Amazon Studios,4714963.263157895
Mandalay Vision,30607092.3
Ludlum Entertainment,311001124.0
Hemdale,72023700.66666667
Ivanhoe Pictures,72341107.0
SK Global,39760664.833333336
Gilbert Films,43649244.81818182
Electric Somewhere,237814149.0
Gulfstream Pictures,45503999.875
Groucho II Film Partnership,465974198.0
Chris Morgan Productions,190183231.5
Katalyst Films,97775743.0
EMI,172731665.0
Harbinger Pictures,74792848.33333333
Pure Flix,11533188.8125
Producer Circle Company,306770545.0
Martin Bregman,102428474.66666667
Bona Fide,23042839.846153848
Amblin Partners,36524055.81818182
TTK Productions,130009021.5
Phillips,340800479.0
Celador Films,112440447.0
The Fyzz Facility,8039786.456521739
Pandemonium,114844692.0
Big Beach,15402058.333333334
Ixtlan Productions,60945879.6
Nancy Tenenbaum,330425040.0
Bristol Bay Productions,69888220.75
Likely Story,18062015.736842107
Envision Entertainment,47403972.166666664
Intrepid Pictures,28417964.454545453
Black Bear,15969257.43478261
Act III Productions,32961154.4
Darkwoods,164003854.0
Mike Zoss,101800993.33333333
Jon Shestack,53975734.8
Jaffe-Lansing Production,163149998.5
Captivate Entertainment,416168316.0
Film 44,92464786.8
Kennedy Miller Mitchell Productions,190355735.5
Aversano Films,92348201.66666667
Radical Studios,177101749.0
Windy Hill Pictures,64771423.25
Crucial Films,101091490.5
Broken Chair Flickz,202182981.0
Sneaky Shark,335673708.0
Douglas/Reuther,143558376.5
Berlanti Productions,59374970.625
Vinyl Films,48535612.4
Anarchos Productions,124802191.0
FPS,456258539.0
Virtual Studios,110765307.66666667
Double Nickel Entertainment,92994953.0
Rahway Road ,79885200.25
DreamWorks SKG,142156594.0
Disney Nature,18534552.555555556
Imposter Pictures,221806392.0
Imperative Entertainment,17029864.5
Anabasis Investments,300400000.0
Newman/Tooley,267816276.0
Slap Happy Productions,267816276.0
DayDay Films,155822440.0
HanWay Films,8293041.980392157
DisneyToon Studios,197229606.5
Rovio Animation,252271764.5
Cameron Mackintosh,438420442.0
BFI,3610598.7251908397
Roth/Arnold,138923808.5
Woods Entertainment,39522759.833333336
Principato-Young Entertainment,34984985.28571428
Gaumont,25572089.976190478
Franchise Pictures,32546456.666666668
First Light,75454041.33333333
Irish Film Board,5897353.888888889
A&E Indiefilms,32553118.636363637
Bold Films,16841115.70588235
Rysher Entertainment,61592369.2
Denver & Delilah Films,24848721.181818184
Hedgehog Films Inc,60592946.6
Gravity Pictures,310652340.5
Aegis Film Fund,77093959.33333333
Clark Spencer,245799997.0
Electric City Entertainment,34425712.75
On a Roll Productions,527267828.0
Flagship Entertainment,527267828.0
Apelles Entertainment,527267828.0
Maeday Productions,527267828.0
G-Base,30080300.3
Lawrence Mark,348629585.0
Mediastream IV,348629585.0
Crave Films,23000718.0
Fried Films,193196848.0
Molinare,74637376.33333333
Mediastream Film,206458372.0
Hercules Film Fund,29177224.181818184
Imagine Films,36040963.75
Zhong Ming You Ying Film,521170825.0
Oriental DreamWorks,521170825.0
Franklin Entertainment,37127997.8
Huahua Film,213185414.5
Right of Way Films,33560884.75
Kendrick Brothers Productions,38220155.25
Silverbell Films,417341288.0
Follow Through Productions,51291152.25
Pantelion Films,14584031.315789474
Evergreen Pictures,64187330.6
MCEG,297100000.0
Franklin/Waterman,298815224.0
EON Enterprises,427300260.0
American Empirical,64962934.4
Rob Reiner,47321877.666666664
Bedlam,143410155.33333334
Lava Bear Films,52516105.2
Torridon Films,109982478.66666667
Millennium Media,24227900.818181816
Zaftig Films,191154947.5
Lynch Siderow Productions Inc,82280512.0
Harpo Films,47915611.0
Roadside Attractions,7794922.666666667
Star Thrower Entertainment,24448355.545454547
Independent Pictures.,188000000.0
Oren Peli,141187335.0
Farrell    ,202173000.0
Minoff,202173000.0
Bungalow 78,202173000.0
Ingenius Film Partners,382288147.0
Kickstart,114140869.0
Dovemead Ltd.,300200000.0
Screen Australia,6382011.4878048785
Gran Via,20367411.5
Media Asia Films,60354268.625
A Bigger Boat Productions,47569997.166666664
DDY,171504442.33333334
David Hoberman,164675402.0
Gregory Jacobs,68974817.66666667
Constance Marks Productions,96656487.0
Gary Goldman,358824714.0
Blue Tulip,358824714.0
Virgin,63637907.0
France 3 Cinema,8754735.892307693
Doshudo Productions,285400000.0
Macro Media,9707047.3125
Emjag,69181905.66666667
EMI Films,32951346.75
Dog Eat Dog,58139112.75
Edko Films,131130380.125
Pin High,129756105.0
Gloria Sanchez,17840717.4
MBST Entertainment,47833811.333333336
Major Studio Partners,261443242.0
United China Vision,213514672.0
Asia Union Film and Entertainment LTD,213514672.0
Flashlight Films,80613439.33333333
Barry Sonnenfeld,340384141.0
David Permut,130442786.0
Campbell Grobman Films,20195225.692307692
Ruby Films,25172744.0
TF1 International,152751918.0
Jerry Zucker,298923419.0
Predawn,298923419.0
Crystal Sky Pictures,125583388.5
Columbus 81 Productions,287594577.0
Halcyon Company,74738726.6
Granada Productions,41486094.6
Hughes Entertainment ,41738558.0
Sogecine,135998885.0
Entertainment/Single Berry,149804632.0
Gravier Productions,66059758.85714286
Haishang Films,619310368.0
Serendipity Prods,55921054.8
Envision Media,41837947.8
Team Downey,81895652.0
Yellow Bird,83930295.0
Telefilm Canada,3031257.0095238094
WWE Studios,6013701.9
BlindWink,245724600.0
Wagner Productions,86161476.33333333
Imaginary Forces,87584250.0
Amen Ra Films,131295426.5
View Askew,26060654.666666668
Paramount Vantage,25615592.222222224
Lit Entertainment Group,114231264.0
Maximum Effort,64694758.4
Extension 765,36998368.8
FilmColony,50672668.333333336
Zehnte Babelsberg,316802281.0
Jerry Sherlock,200500000.0
LuckyChap Entertainment,22877078.166666668
Larger Than Life,148715342.0
Welle Entertainment,49793759.0
Brillstein Entertianment Partners,27678714.5
3dot Productions,100272997.0
Suzanne Todd,95543364.0
Catfish,187707495.0
Jim Czarnecki,221148959.0
Astral Media,16078568.125
Nikelodeon Movies,70985341.33333333
Bedford Falls,54643005.5
Stuber-Parent,87004818.5
Turnpike Films,224390706.0
David T. Friendly,173559438.0
RT Features,13768881.315789474
Salamander Pictures,177025498.0
Pam Williams Productions,177025498.0
Zero Gravity Management,19925637.7
Buena Vista Intl,85158272.66666667
Jolie Pas,56840773.0
Notting Hill Pictures,363718196.0
Technical Black,136771683.0
Cinesite,66125984.75
PalmStar Media,21396390.727272727
Lucas Film LTD,70001760.0
Coppola Company,140000000.0
Infinite Detective,353166307.0
Secret Machine Entertainment,353166307.0
Gordon Company   ,38216647.666666664
Lantern Entertainment,69344097.5
Clubhouse Pictures,127401480.5
Man in a Tree Productions,71335040.66666667
Material Pictures,18196635.916666668
Ad Hominem Enterpises,79277634.0
Iron Horse,85768696.5
Sonnenfeld-Joseph,221229335.0
Bandito Brothers,55409273.8
Propaganda Films,39280047.5
Bill Block Media,180485601.0
Nelson Entertainment,22630533.0
Largo Entertainment,42467277.75
WCG,241199984.0
Todd Phillips,362000072.0
Gerard Butler Alan Siegel Entertainment,100342280.0
Carlo Ponti Production,37346796.0
Cinecinema,32323183.333333332
Silver Screen Partners III,22318953.8
Bullwinkle Studios,269806430.0
Phantom Four,21736770.0
Mystery Clock Cinema,162643536.5
Hopscotch Features,47584869.6
JVC Entertainment,41958065.5
JC 23 Entertainment,203018919.0
Bart/Palevsky,203018919.0
Radio Silence,97830320.0
Little Stranger,65690703.5
Conman & Izzy,221468935.0
Waypoint Entertainment,14784648.07142857
Mandalay Entertainment,84108382.0
Bellevue Productions,54746242.0
Melvin Simon Productions,109492484.0
Cott Productions    ,197481696.0
Ladd Company,43078245.0
Erwin Brothers Entertainment,38851985.666666664
Neon Films,10796790.0
Further Films,45752023.8
Demarest Films,19678140.692307692
Simon Fields Productions,123801589.5
Sketch Films,84173938.66666667
Lee Rich,75197656.5
Bron Studios,4420991.2894736845
Faithstep Films,39066578.333333336
Carousel Films,34777316.6
Sherry Lansing,266600000.0
The Zanuck Company,106593296.0
Gianni Nunnari,330780051.0
Ram Bergman Productions,42384572.333333336
Inferno,32854074.833333332
Bazelevs Company,25297710.6
Free State Pictures,160067466.5
Fairbanks,322459006.0
Exhibit A Pictures,30574606.5
ASAP Films,88693714.2
Northern Lights Films,17293682.333333332
Groundswell Productions,12634452.538461538
Project X Entertainment,47818091.0
Company Films,31280791.6
Digital Domain,87942924.5
Hammer Films,18644792.25
Dune Vision,158506076.5
Christina Steinberg,306900902.0
IPC Films,103300690.0
Yuk Films,114003584.5
Rocklin/Faust,76090302.0
Searchlight Pictures      ,15088813.388888888
Liddell Entertainment,10292947.5
Charlotte Huggins,243180937.0
Vinson Pictures,51012555.8
Platinum Studios,91066024.5
K/O Productions,180585259.0
Permut Presentations,22689104.555555556
BrooksFilms Limited,28638799.25
Codeblack Films,12815615.0
New Vision,33584361.666666664
Vynil Films,202726605.0
The Harvey Entertainment Company,282300000.0
Rhythm and Hues,204774690.0
Edge City,217602967.0
Juno Pix,328125643.0
Start Motion Pictures,151119836.0
Lorimar Film Entertainment,15182138.0
Zide Pictures,195905188.0
Mission Pictures International,35793571.333333336
Timur Bekmambetov,80495714.75
Current Entertainment,58339192.0
AEG Live,65867282.0
Jinks/Cohen Company,60436953.0
Annapurna Films,70497268.33333333
Dorothy McKim,170552719.0
Blind Wink,94819698.33333333
Fireworks Pictures,44058677.0
Pathe Renn Productions,66070347.25
Carnival Films,194694725.0
Las Producciones Del Escorpion,207765056.0
Mark Boal,134612435.0
Lightworkers Media,42969690.0
Entertainment 360,27476193.57142857
Robert Evans,31749299.0
Route One,14114710.7
Brian Helgeland,97470701.0
JD Productions,31559516.666666668
Starlight Media,23664193.5
Easy There Tiger,65759293.0
Amy Robinson,131516178.0
Wildwood Enterprises,17295355.75
Flower Film,181053657.0
Rickshaw,88802961.0
Sierra Films,14900914.416666666
A Stern Talking To,68154326.0
D.C. Entertainment,102231489.0
Kingsgate Films,15775083.285714285
Reiner Greisman,174807445.0
Head Gear Films,3824270.690909091
A113 ,206627518.0
Montford Murphy,135857583.0
Alphacore,286192091.0
Two Grown Men Productions,53970796.333333336
Walter Parkes,57301936.0
Toonbox Entertainment,60282281.0
Keep Your Head,46904869.8
Endeavor Content,6548793.416666667
Lovefilm,78170629.33333333
16:14 Entertainment,129414529.0
Thunderbird Films,129414529.0
Ridley Scott Associates,129414529.0
Bud Yorkin,258829058.0
Paper Clip,45928879.5
Madhouse Entertainment,33072564.4
Vendome Pictures,38359076.44444445
Alloy Entertainment,15245832.75
Ombra Films,48996000.6
Bristol Automotive,227328585.0
New World Pictures,7592298.5
Howard W. Koch,45509073.5
Borden and Rosenbush Entertainment,274392880.0
Kanzaman Prods,26924353.714285713
Hello Sunshine,27307910.4
3000 Pictures,34134888.0
Nicholas Sparks Productions,59187713.5
Crooked Highway Productions,161448677.0
Debra Martin Chase,30266039.666666668
Giant Pictures,64406052.5
Hypnotic,61195177.0
Free Association,15576763.875
Monolith Pictures,59152367.6
Pearl Studio,80726156.0
Reperage,114208588.5
This is That,27323616.0
Vanguard Films,81729603.66666667
3 In The Box Productions,50702858.0
Millar/Gough Ink,95885587.5
Steven Reuther,205298907.0
Deep River Films,55695734.666666664
Cinetic,53866208.166666664
Rainmaker Entertainment,14347275.777777778
Ilion Animation Studios,56024859.5
Ley Line,24180469.2
Impact Partners,4777293.578947368
Bord Scannan na hEireann,5592362.085714285
Fiery Angel,86300489.0
France 2 Cinema,9378960.281553399
Riverstone Pictures,11553219.88235294
Red Om Films,47454899.5
Marcy Media,69914812.5
"Motion Pictures Associates, Inc",85433929.0
Innisfree Pictures,319995019.0
Hidden Empire Film Group,13100404.0
Electric Entertainment,23439165.0
Longfellow Pictures,17938386.8
3Pas Studios,32091831.4
MadRiver Pictures,21108166.111111112
