name,average_revenue_per_movie
Oren Peli,99398188
Emma Tillinger Koskoff,212833666
Brad Lewis,370973557
Guillermo del Toro,98211100
Simon Emanuel,724117472
Kevin King-Templeton,131479645
Gary Barber,131468932
Denise Di Novi,71839721
Steve Golin,62327508
Jordan Kerner,178079191
Jonathan Glickman,142163962
Laurence Mark,101409542
James L. Brooks,157694538
Roy Conli,202382029
Bruce Davey,157245331
Roland Emmerich,201578737
Les Weldon,61244089
Janice Karman,351173681
Ross Bagdasarian Jr,351173681
Zack Snyder,280918088
Robert Rodriguez,93459281
Charles B. Wessler,139959719
Bradley Thomas,81934818
Lawrence Bender,99163310
Brian Rogers,460139945
John Calley,458281614
Gary Lucchesi,52860126
Ryan Kavanaugh,71381000
Edward Zwick,122331703
Cean Chaffin,192155707
David Reid,166543253
Adam Bohling,166543253
Andrew Lazar,63343346
Luc Besson,110546639
Gary Kurtz,662199547
E.L. James,331036754
Paula Weinstein,77819748
Bruce Cohen,119966057
Lindsey Collins,439583065
Jeff Kirschenbaum,263458930
Barbara Muschietti,188096038
Kevin Costner,144938470
Tim Burton,144535505
Tom Hanks,81169798
Jeremy Kleiner,51233927
Samuel Hadida,125941437
Scott Kroopf,179686101
Will Packer,48285754
John Hughes,156840563
Lucas Foster,155870862
Nicole Paradis Grindle,1242805359
Mark Vahradian,88297180
Avi Lerner,61529928
Nate Moore,614538597
Bernd Eichinger,135390257
Robert Watts,243054082
Bernie Goldmann,151018426
Gregory Jacobs,85671118
Jimmy Miller,79617370
Bob Ducsay,394021990
Patrick Wachsberger,147709090
Baz Luhrmann,196211300
Ellen Goldsmith-Vein,117463799
Alex Gartner,231491151
Ethan Coen,64239606
Brigham Taylor,287820050
Gina Shay,382786749
Michael Shamberg,67089329
Greg Mooradian,379202984
John Thompson,75385387
John Jacobs,225289085
Cale Boyter,186664744
Wendy Finerman,181202122
Evan Goldberg,63745025
Stuart Cornfeld,71604310
Damon Lindelof,268312424
Mark Nielsen,1073064540
Michelle Rejwan,1072767997
Samantha Vincent,213157119
Richard Donner,151542677
Justin Lin,352141982
Erwin Stoff,80955356
Mike Medavoy,74946632
John Cohen,262002026
Jonathan Eirich,174472343
Mike Stenson,1045713802
Christina Steinberg,259912123
Neil Canton,207813270
Don Carmody,86514365
Gregory Goodman,129572220
Jennifer Gibgot,78513388
Cathy Konrad,113203142
Arthur Sarkissian,126916604
Robert Simonds,63311536
Kristie Macosko Krieger,126610241
Lee Stollman,144525481
Jon Berg,91202518
Christopher Miller,99956114
Phil Lord,83296762
Shauna Robertson,166381685
Judy Craymer,495700825
Seth Rogen,65916421
Nancy Juvonen,123424998
Grant Curtis,493124359
Chris Thomas,986193783
Jason Clark,163900005
Gary Levinsohn,196280054
Ben Stiller,69799874
Bob Gale,243321145
Grant Heslov,69036441
Alan Riche,160819565
Gary Foster,96436091
Jim Wilson,136474237
Chris Bender,47558739
Philip Steuer,316830254
Sydney Pollack,135784374
Mark Wahlberg,55283866
Martin Scorsese,104213887
Chris Renaud,937398331
Graham Walters,936094852
Bill Gerber,104006403
David Lipman,467626989
Peter Lord,155673209
David Sproxton,155673209
Peter Farrelly,116572943
George Miller,155135394
Doug Mitchell,155135394
Donna Gigliotti,92881924
Gail Katz,154260481
Lloyd Levin,92366221
Megan Ellison,48517642
Grant Hill,92168515
Xu Zheng,230414514
Lynda Obst,183667974
Ice Cube,65528713
Will Gluck,114038235
Iain Smith,129925800
Marc Abraham,69753688
Richard Sakai,129120770
Sam Raimi,49952182
Bradley J. Fischer,89526720
Denise Ream,297975473
Marshall Herskovitz,178406985
Tim Sanders,891216824
Adam Shankman,98805736
Tom Shadyac,220655801
Michael Bostick,220655801
Brian May,882205260
Jim Beach,882205260
Roger Taylor,882205260
Kori Rae,438406706
Arnold W. Messer,174493736
Irwin Winkler,66984193
Tony Ludwig,174152186
Andrew Adamson,217651444
Ori Marmur,173802310
George Clooney,72381221
Pam Marsden,289122796
Seth MacFarlane,172001865
James Weaver,61406554
Moritz Borman,122691836
Jon Turteltaub,286112533
Patrick McCormick,122473084
Branko Lustig,280533362
Robert Tapert,69838356
Paul Brooks,55751087
Wolfgang Petersen,278001120
Jake Kasdan,166687914
Elizabeth Avellan,82775355
H. Galen Walker,165290657
David Giler,275202539
Walter Hill,275202539
Tripp Vinson,58856094
Danny Lerner,137234079
Michael Crichton,204941798
Kevin Misher,54622716
Gerard Butler,54543309
Alan Siegel,58383338
Jim Morris,407643063
David T. Friendly,101815073
Pouya Shahbazian,90138416
Brad Grey,201879512
Andrew Kosove,80185406
Brian Goldner,99514925
Marcus Viscidi,199017813
Buzz Feitshans,158818404
Alejandro Gonzalez Inarritu,198168321
Stephen Chow,263152639
Joel Coen,98674579
Bobby Cohen,98516331
Brett Ratner,60495601
David Valdes,98259844
Max Handelman,71081759
Scott Franklin,110155052
Debra Hayward,109977081
James Vanderbilt,54958776
Matt Reeves,153512587
Jason Statham,191489761
Paul Feig,95640357
Emile Sherman,40208429
Iain Canning,40208429
James Jacks,190599084
Barry Josephson,84547575
Brad Winderbaum,760928081
John Lyons,108334644
Teresa Cheng,756244673
Virginie Besson-Silla,151086249
Stephen Levinson,47203467
Paul L Sandberg,377522260
John Morris,93892209
Stephen McEveety,93728461
Mel Gibson,124743767
Osnat Shurer,373805015
Richard N. Gladstein,93425960
Andrew Gunn,93382093
Kevin Reher,373318344
Randall Emmett,15525756
David Katzenberg,372256163
Seth Grahame-Smith,372256163
John Rickard,57177806
Jada Pinkett Smith,185776057
Yunyun Wei,742718496
Liu Wenzhang,742718496
David Womark,370834839
Cameron Crowe,82017958
Gilbert Adler,146909503
Craig Perry,122398737
Scott Mednick,146066626
Alex Young,182348523
Matt O'Toole,60452515
Demi Moore,181143824
Andrew Z. Davis,241370571
Steve Koren,361076849
Mark O Keefe,361076849
Lynette Howell,40114948
Michael Tadross,80213216
Marc Bienstock,80153848
Charles Gordon,120194813
Alfonso CuarÃ³n,144219562
Sherry Lansing,240197403
Jonathan Gordon,143949245
Warren Zide,118371424
Sarah Jessica Parker,236678418
Darren Star,354964018
John Melfi,354964018
Michael Patrick King,236642679
Leonardo DiCaprio,54540128
Bonnie Curtis,64337693
Toru Nakahara,352472061
Letty Aronson,58727934
Mike Karz,70441251
Gavin Polone,53931753
Nick Wechsler,50019601
Sandra Bullock,139414384
Ben Smith,232174745
Greg Berlanti,53425789
Yu Dong,230859547
Jim Carrey,229164981
Chris Henchy,68486219
Steven Reuther,227927346
Lisa Stewart,170778935
Tyler Perry,40089152
Jeffrey Katzenberg,226365329
Sean McKittrick,48382599
Mike Myers,169155346
Channing Tatum,75055312
Erik Feig,39342462
Anthony Katagas,35059554
Duncan Kenworthy,165823584
Elizabeth Banks,66223100
Sam Mendes,132269377
Mark Burg,65968512
Ang Lee,219869045
Angelina Jolie,131287385
Geoff Johns,655945209
Peter MacGregor-Scott,131020269
Dan Jinks,93540114
Aditya Sood,163402277
Nicolas Duval Adassovksy,108283234
Yann Zenou,108283234
Laurent Zeitoun,108283234
Denzel Washington,64950703
Barry Sonnenfeld,129498897
Peter Morgan,322742788
Tony Scott,128345883
Eric Newman,42405133
James W. Skotchdopole,317932275
Catherine Martin,317722535
Howard Kazanjian,317080564
Nira Park,39561369
Christian Colson,89938247
James G. Robinson,69889532
David Winkler,89820099
Lana Wachowski,125491556
Andrew Rona,39088477
Stephen Tenenbaum,69397350
Dino De Laurentiis,56777359
Spike Jonze,62436666
Jay Stern,77942167
Leonard Goldberg,207674149
Keith Vanderlaan,622313635
Ted Field,62036507
Jordan Peele,103142928
John DeLuca,206100523
Rob Marshall,154575392
Tim Headington,41127345
Charlotte Huggins,153485072
Oren Koules,87683360
Peter Berg,102021428
Sacha Baron Cohen,121804227
Reese Witherspoon,43372807
Jane Hartwell,302849512
Susan Arnold,100890485
Dan Farah,120543338
Elaine Goldsmith-Thomas,54743882
Gail Berman,120355287
Callum McDougall,300778379
Andy Wachowski,119694838
Pieter Jan Brugge,99681432
Terence Chang,99509505
Ron Clements,297925110
John Musker,297925110
Barry Levinson,49633139
Harvey Weinstein,99050399
Toshio Suzuki,84800340
Joshua Donen,98794846
Francis Ford Coppola,65815472
Denise Nolan Cascino,295846819
Bill Kong,84507842
Paul Greengrass,147831593
Donna Arkoff Roth,116428035
Martha De Laurentiis,193971157
Bobby Farrelly,96903963
Johnny Knoxville,64115867
Suzanne Buirgy,287333207
Kristine Belson,573068425
Jeff Tremaine,71492391
Joey McFarland,94792350
Catherine Knapman,284360615
Ari Arad,284300302
Joe M. Aguilar,283906141
Sean Bailey,113502264
Aaron Ryder,31502411
Drew Barrymore,113186211
John McTiernan,188366351
Keith Redmon,141000937
Richard B. Lewis,93609880
Riza Aziz,140244470
Rob Reiner,56026321
Jerry Zucker,111661079
Latifa Ouaou,554987477
Katherine Sarafilm,554606532
Armyan Bernstein,69314333
Anne Kopelson,110603841
Belle Avery,184058972
Gianni Nunnari,110316754
Doug Davison,61283782
Jim Burke,110244267
Philippa Boyens,550517357
Jan Blenkin,550517357
David Dobkin,109980473
Paul Wagner,274794258
John Watson,136847302
Pen Densham,136847302
Steven Paul,78096692
Kristin Burr,90692197
Bill Miller,271478389
Sebastien K. Lemercier,67844841
Vince Vaughn,77498129
Jerry Ye,108186489
Sarah Aubrey,180143127
Shannon McIntosh,90037481
John Lesher,45013916
Matt Alvarez,89831802
Peter Abrams,76779229
Kevin James,134350860
Matt Damon,89396125
Graham Broadbent,35681877
Pete Czernin,35681877
Stanley R. Jaffe,133049511
Barry Levine,177101749
Sidney Kimmel,24118880
Gore Verbinski,176727898
Malek Akkad,132449065
Ramsey Ann Naito,527909949
Richard Raynis,527071022
Al Jean,527071022
Mike Scully,527071022
Matt Groening,527071022
Tim Moore,75232081
Wes Anderson,58248358
Jerry Davis,261715356
Antoine Fuqua,104681639
David Permut,32654657
Danny DeVito,87051113
Robert D. Wachs,173788450
Craig Zadan,130157271
Gina Matthews,173518341
Sylvester Stallone,74147550
Mark Ciardi,43162262
Lisa Weinstein,517599988
Judy Hofflund,103139224
Jessie Henderson,85838542
Nora Ephron,171158495
J. Miles Dale,102539441
Helene Plotkin,511358276
Karen Robert Jackson,511358276
Tom Engelman,254996332
Tucker Tooley,28332206
Robert Rehme,168260313
Ian Cooper,168252667
Erica Lee,56025457
Kelly Marcel,167182307
Tom Hardy,125386731
Jonah Hill,125259536
Jonathan D. Krane,166129175
Doug Belgrad,124426678
Catherine Winder,165046798
Robert Redford,44943310
Fred Berger,25973272
Kevin De La Noy,493214888
Andrew Niccol,98319224
Lawrence Kasdan,163750526
Mark Bomback,489592267
Mary McLaglen,489592267
Kelly McCormick,34968418
Robert Chartoff,69609154
Zareh Nalbandian,243222045
Saul Zaentz,69472383
Art Linson,44192798
James D. Brubaker,484468608
David Furnish,161110289
Woldgang Peterson,483152040
Diana Rathbun,483152040
Lindsey Weber,120784580
Jon Shestack,80439038
Rita Wilson,160531431
Molly Smith,40108919
Brian Robbins,43653462
Jim Lemley,239953095
Randy Fullmer,239837198
Gary Gilbert,68520367
Huang Jianxin,119901627
Susan Cartsonis,59859438
Brad Simpson,47798112
Lynn Harris,95478034
Jonathan Schwartz,47726866
Nick Park,119283035
Edward S. Feldman,119148456
Alison Owen,52952064
Ozzie Areu,47601537
Robert L. Levy,68000709
Peter Guber,158366293
Jordan Horowitz,43184801
Sarah Schechter,52777752
Tyler Thompson,59221111
Zhu Wenjiu,472648086
Raymond Wong,67428682
Bruce A. Block,235802845
Johnny Depp,78474485
Alex Schwartz,235197488
Jackie Chan,58681828
John Palermo,156344574
Chris Clark,52005043
Stephen Sommers,155787426
David Foster,66357062
Steven Schneider,35593741
Kevin Messick,76941780
Conrad Vernon,153772012
Dan Levine,35387753
Reginald Hudlin,114989596
Darren Aronofsky,50943331
Mike Tollin,50842705
"Samuel Goldwyn, Jr.",152401989
David Franzoni,456435588
Siddharth Roy Kapur,21720728
Adam Kolbrenner,91200868
Mark Gill,56900795
Donald W. Ernst,226748263
Cathy Schulman,56457271
Hao Ning,451183392
Nansun Shi,112658157
Pilar Savone,224920783
David Leitch,49796638
Wesley Snipes,74001107
Julie Yorn,55387908
Susanna Tsang,147501092
Richard Wright,55281054
Penny Finkelman Cox,220656594
Marsha Garces Williams,441286003
Robin Williams,441286003
Neil Meron,146873380
William Horberg,33767517
Charles Rosen,438899824
Stuart Fenegan,219449912
Cameron Mackintosh,438420442
Joe Medjuck,54710808
Barry Bernardi,145717177
Baltasar Kormakur,72787424
James Schamus,62230225
Robert W. Cort,62031059
Timur Bekmambetov,33363894
Jiang Defu,433168672
Quji Xiaojiang,433168672
Xu Zhiyong,433168672
Huang Xiang,433168672
Mark Morgan,215753063
Hidenaga Katakami,430516010
Don McGowan,430516010
Gareth Unwin,215035218
William Peter Blatty,428214478
Brad Peyton,142649072
Quentin Tarantino,213807346
Paul Haggis,71155940
Tsui Hark,70002725
Peter Frankfurt,104361451
Greg Goodman,416168316
Jeffrey Weiner,208084158
Bill Chartoff,83133710
Michael J. Travers,207607852
Liz Glotzer,51725937
Hugh Jackman,137689676
Andrew Scheinman,103208347
Martin Shafer,58757187
Jeremy Dawson,45641346
Sarah Bradshaw,409953905
Pamela Abdy,81962787
William Sherak,31493805
Allen Covert,33919905
Lorne Michaels,27084702
Tim Lewis,404560145
Kenneth Branagh,101023543
John Hamburg,201476538
Toby Ascher,100601999
Hitoshi Okuno,402407997
Gregg Hoffman,133945138
Sid Ganis,133303606
Steven Lisberger,399866199
Zhao Haicheng,199725379
Stephanie Austin,132915871
Ehren Kruger,131722115
Joseph M. Singer,197494875
Wang Zhonglei,56162720
Andrew Panay,49020745
"Joe Caracciolo, Jr.",392073640
Denis Villeneuve,196036820
Neill Blomkamp,130468049
Bill Pohlad,43488658
Caleeb Pinkett,97832323
Carla Shelley,130248202
David O Selznick,390525192
Pippa Harris,97566850
Isaac Klausner,25987743
Jayne-Ann Tenggren,389140440
Guy Ritchie,77818926
Adam Schroeder,129633426
Charles Winkler,97215596
"George Folsey, Jr.",129376734
Mason Novick,32333123
Christopher Jenkins,385997896
Michael Sloan,191639903
Tony Eldridge,127759935
Ron Yerxa,27199671
Lara Breay,190061008
Stephen J. Cannell,190026800
Dawn Steel,126356919
Jon M. Chu,189054821
Wang Changtian,94344501
David Parfitt,62842199
Russell Smith,47104723
Sunil Perkash,74959465
Matt Williamson,374105123
Toni Myers,74718504
Michael Douglas,62230808
Chris Moore,74498662
Bill Damaschke,185966499
Allison Lyon Segan,371741123
Jennifer Fox,28557341
Michael Steinberg,369884651
Frank Beddor,369884651
Debra Martin Chase,52677731
Barbara De Fina,92177899
Tom Lassally,91765652
Jason Hoffs,183514490
Lara Brey,366942531
Teddy Zee,366784257
P.J. Voeten,365769378
Victor Kubicek,182745896
Derek Anderson,182745896
Gordon Gray,45682214
Ralph Guggenheim,365270951
Edwin Catmull,365270951
Steven Jobs,365270951
Alex Heineman,30432422
Justin Springer,90982373
A. Kitman Ho,121028555
Steve Waterman,362605033
Wendy Fineman,181135188
Larry Brezner,90432826
Paul Webster,25833574
Polly Johnsen,120400754
Tracey Seaward,45127913
Aamir Khan,72016774
Doris Tse,359295591
Yee Chung-Man,359295591
Jan De Bont,358824714
Jeffrey Clifford,51156080
Albert Berger,27387234
Derek Frey,117722102
Katterli Frauenfelder,353166307
Nicholas Stoller,88204656
Dan Halsted,70534720
Andrew MacDonald,29349969
Ken Stovitz,351774938
Bob Engleman,351620129
Jonathan Demme,50023107
Topher Dow,348629585
Wych Godfrey,348629585
Lawrence Mark,348629585
Yariv Lerner,29008935
Michael Phillips,173400240
Jean-Jacques Annaud,115336143
Steven Rales,49335354
Heather Parry,115081745
Charles Mulvehill,86176089
Bill Mechanic,114844692
Reid Carolin,49166276
Jason Netter,85605704
Ashok Amritraj,26324040
Julia Phillips,340800479
Michael Green,56701021
Deborah Forte,112480192
Robert Greenhut,56216092
Laeta Kalogridis,168448767
Ashwin Rajan,168417918
John Baldecchi,48088582
Kiran Rao,83640395
Peter Loehr,167243426
Danny Boyle,55624842
Gigi Pritzker,25666402
Tony DeRosa-Grund,166024062
Edward R. Pressman,33202462
Anthony Bregman,15089989
James Mangold,110580632
Nancy Tenenbaum,330425040
Martin Bregman,65665099
Phyllis Carlyle,328125643
Frank Darabont,164003854
Rian Johnson,109299582
Mario Iscovich,109285279
John Fox,54641315
Didier Hoarau,327656424
Franck LeBreton,327656424
Trent Luckinbill,29763743
Guymon Casady,40677331
Alex Proyas,162643537
Claire Jennings,161815105
Mickey Liddell,12441634
Thad Luckinbill,32314788
Travis Knight,64591952
Russell Crowe,322459006
John Penotti,40095317
Scott Aversano,80088328
Nick Vallelonga,80002090
Brian Currie,319995019
Alison O'Brien,159985891
Lianne Halfon,45695660
Richard S. Wright,79859030
Benny Medina,39913813
Jennifer Lopez,53203941
Jon Avnet,35467525
Stephen Woolley,24518742
Spike Lee,16755183
Teddy Schwartzman,28909405
Billy Crystal,79380624
Anthony McCarten,79154885
Vincent Newman,63114005
SÃ¸ren StÃ¦rmose,105178991
Bridget Johnson,314111923
Kristi Zea,314111923
Bennet Schneir,313477717
Kevin J. Walsh,52072690
Robert Teitel,31224150
Toby Jaffe,28372511
Stephen Hamel,62365425
Paul Tibbitt,311013181
Joe Hartwick Jr,103522054
John Krasinski,77546105
Genki Kawamura,62034154
Takeshi Ito,155040951
Michael Nathanson,103209633
B. Kipling Hagopian,308700000
Bill Badalato,77167163
J.C. Spink,51267589
Nicky Kentish-Barnes,153638400
Nancy Bernstein,306900902
Martin Richards,306770545
Robert Salerno,30574298
Jim Van Wyck,101751450
Rawson Marshall Thurber,304858121
Edward L. McDonnell,101150860
Michel Litvak,23332987
Pierre-Ange Le Pogam,43266139
Mie Onishi,302536124
Jennifer Davisson Killoran,43181111
Michael Maher,302239672
Jason Bateman,50197902
Allison Abbate,50097385
Robert Evans,42940370
Pierre Spengler,150100000
Bonne Radford,100017376
Whitney Houston,150024105
Bob Gordon,299477886
Ronald Bass,298923419
Steven Soderbergh,148980750
Susan Ekins,297718711
Oliver Stone,74249934
Michael Aguilar,74239872
Taylor Hackford,42378459
Michael Ewing,148278704
Julie Lockhart,98743133
Kim Roth,36856968
David Ayer,36726751
Tom Jacobson,58691846
Jules Daly,58604796
Daniel Dubiecki,48776710
Steve Hamilton Shaw,145598542
Femi Oguns,290930148
John Boyega,290930148
Christi Dembrowski,96714511
Eric L. Gold,72488082
Julian Fellowes,96190449
Lisa Marie Stetler,288510892
Joseph Kosinski,287916633
Jerry Seinfeld,287594577
Jessica Meier,71836829
Liz Trubridge,143672658
Gareth Neame,143672658
Eli Bush,20394753
Theodore Melfi,95171623
Eric Kopeloff,47316968
Fred Fuchs,70953018
Louis A. Stroller,70845668
Norton Herrick,47149366
Schuyler Weiss,31341463
Jeffrey M. Weiner,280355920
India Osborne,140040377
Cary Woods,69886421
Marc Norman,279500000
Tobin Armbrust,46573169
Brad Krevoy,27936796
Ben Affleck,39856456
Steve Stabler,139311712
Casey Silver,55702126
Patrice Ledoux,139082059
Kris Thykier,25258811
Lee R. Mayes,277200000
Steve Clark-Hall,69116843
Kathryn Bigelow,69059777
Todd Komarnicki,91853885
Margot Robbie,30502771
Kirk Bodyfelt,274392649
Ole Sondberg,137178656
Lisa Bruce,137067661
Ren Zhonglun,68497004
John Malkovich,91322676
Melissa McCarthy,45432702
Peter Principato,34011936
Susan Montford,67928792
Michael E. Uslan,33870918
Wayne Rice,67580774
Paul Schiff,24477801
Peter Weir,89747098
Michael Wimer,269065678
Rodrigo Teixeira,13444886
John Goldwyn,67159105
G. Mac Brown,89523500
John Thomson,268268174
Fernando Bovaira,53609562
Sean Anders,53571549
Scott Bernstein,66623178
Paul Young,20464727
Philippe Rousselet,29470891
Curtis Hanson,44056278
Scott Mosier,37750914
David Householter,88043325
Shobu Yarlagadda,263502914
Prasad Devineni,263502914
Gary Ross,87478304
Joanne Sellar,37489034
David Geffen,131155997
Ronald Shusett,261399830
Rick Yorn,130681716
Jason Reitman,29034054
Leslie Holleran,65303359
William Joyce,260636271
Lars Knudsen,10846587
Alvaro Augustin,43274205
Janet Zucker,51876396
Buddy Patrick,64771423
Eugenio Derbez,51783207
Cynthia Sikes Yorkin,258829058
Bud Yorkin,258829058
Steve Pink,258751370
Kurt Wimmer,86121492
Michael Finnell,51609299
Eli Roth,18354570
Steve Rodney McQueen,85583254
Patrick Markey,64150291
Aditya Chopra,14207232
Howard Rosenman,85182998
Joon-ho Bong,85142182
Bryan Unkeless,42467160
Liza Chasin,36324146
Hal Lieberman,84697643
David S. Goyer,25362104
Kwak Sin-ae,253376722
Jang Young-hwan,253376722
Matty Simmons,84133333
Edward H. Hamm Jr.,252297405
Paul Gongaware,252091016
Randy Phillips,252091016
Kenny Ortega,126045508
Ivy Ho,83983991
Matt Jackson,20981064
Lee Daniels,41854568
David Linde,62706426
Chad Oman,50137631
Damon Ross,83507967
Rebecca Huntley,250523901
James Lopez,20867781
Craig Schulz,250091610
Bryan Schulz,250091610
Cornelius Uliano,250091610
Jim Whitaker,35694265
Robin Cowie,82905133
Gregg Hale,124334161
Kevin J. Foxe,248300000
Bob Eick,248300000
David Lancaster,17703105
Damian Jones,22522336
Adam Siegel,18978058
Albert S. Ruddy,123316570
A.J. Dix,27354470
Beth Kono,30773779
Edward Saxon,81996618
John B. Carls,245724600
Bruna Papandrea,18797702
Andy Lau,122117536
Alvin Lam,122117536
Duncan Kennedy,242895809
Conor McCaughan,121424377
Allyn Stewart,48409614
Ghislain Barrois,48388220
Len Wiseman,120794576
Liu Jun,80483404
Enrique Lopez Lavigne,48242339
Christopher Godsick,241199984
Jean-Julien Baronnet,120379841
Gerard Guillemot,240759682
Doug Liman,48134935
Doug Claybourne,119227927
Allon Reich,29782538
David Kennedy,119101334
Traci Balthazor-Flynn,238059569
Alexander Payne,79277634
Jim Taylor,59458226
T.D. Jakes,59376449
Sandra Rabins,79132239
Paul Harris Boardman,118685175
Zhang Dajun,47435517
Reuben Cannon,59277366
Julie Richardson,78988966
Adam Herz,78933070
Taka Ichise,118392116
Penny Marshall,118090397
Paul Junger Witt,39354827
Sean Cunningham,39345358
Roman Polanski,58947773
Luke Greenfield,78222226
Mark Williams,29287373
Alan Greisman,46727480
Tia Lessin,58140317
Michael Moore,58139113
Ethan Smith,77359426
Dan Friedkin,25724466
Yvett Merino,230803231
Pharrell Williams,115338818
Peter Saraf,13560498
Stanley Kubrick,57590536
Jojo Hui Yuet-chun,115052405
Kristina Rivera,114775097
Chen Kuo-fu,45595247
David Kirschner,45529700
Marc Turtletaub,18952217
Nora Grossman,227328585
Ido Ostrowsky,227328585
Michael Hackett,112875557
Brunson Green,74792848
