name,average_revenue_per_movie
Eddie Murphy,153390862
Leonardo DiCaprio,205725239
Tara Strong,325376117
Jason Statham,158710209
Robert De Niro,70706863
Lori Alan,713093269
Laurence Fishburne,100032576
Danai Gurira,710068891
Jamie Foxx,147677442
Mark Hamill,244044585
Steve Buscemi,73138491
Frank Oz,249949721
Martin Freeman,267787634
Richard Griffiths,223862081
David Bradley,314585700
Angelina Jolie,160476048
Mark Wahlberg,120973998
Anne Hathaway,163954154
Chris Miller,491120981
Chiwetel Ejiofor,195177212
Gal Gadot,358831106
Adrian Rawlins,454220846
Allison Janney,101478544
Josh Gad,271467175
Antonio Banderas,98252507
Bill Nighy,118538575
Pom Klementieff,560861243
Alfie Enoch,957377528
Ben Stiller,123803621
Florence Kasumba,1335524983
Hayley Atwell,391107893
Judy Greer,96306960
Tom Hardy,214159936
Jonah Hill,154177565
Michael Keaton,123987378
Steve Coogan,131303173
T.J. Miller,252268935
Julia Roberts,130882956
John Leguizamo,76052942
Kenny Baker,467137288
John Turturro,90734307
Carlos Alazraqui,384212780
Debi Derryberry,272005929
Robert Pattinson,217069670
Sam Worthington,166722813
Sylvester Stallone,95448769
Tilda Swinton,124481325
Ryan Reynolds,124318489
Jan Rabson,805307038
Keira Knightley,178932791
Paul Giamatti,90695363
Will Arnett,169277230
Jeffrey Wright,146148184
Naomie Harris,267859064
Ian Holm,152361705
Jude Law,122688588
Anthony Hopkins,81495479
Phil Proctor,198421188
Daniel Craig,186620288
John Slattery,352012517
Patrick Stewart,137706953
Channing Tatum,134275843
John Hurt,86378729
Christian Bale,131299044
Elijah Wood,128586179
Frank Grillo,131187068
James Cromwell,120925540
Mona Marshall,447863137
Evangeline Lilly,417722257
Kerry Condon,446954263
Nicolas Cage,64312099
Kate Winslet,134978147
Fred Tatasciore,238503319
Keanu Reeves,93701194
Helen Mirren,98149863
Conrad Vernon,411728569
Tobey Maguire,236884972
Keegan-Michael Key,175871733
Lee Pace,292705040
B.D. Wong,265669919
Rene Russo,226252180
Imelda Staunton,203406362
Sandra Bullock,141396367
Peter Mayhew,757594286
Jennifer Lawrence,208020489
Charlize Theron,110989838
Donald Sutherland,73793875
Chris âLudacrisâ Bridges,284564704
Brad Garrett,205933091
Kevin Hart,114086217
Ben Kingsley,80159018
Matt Gerald,493785287
Ving Rhames,106958565
Hiroyuki Sanada,293942314
Stephen Root,99429763
CCH Pounder,365058861
Kathy Bates,87070541
Ed Harris,78768261
Tommy Lee Jones,103749838
David Thewlis,125923956
Robert Redford,130762276
Kevin McNally,249857561
Benicio del Toro,143607191
James McAvoy,185006815
Peter Dinklage,143377357
Jim Carrey,143315213
Michael Sheen,139572959
Hannibal Buress,300338942
Dustin Hoffman,109714110
William Fichtner,114037803
Stephen Lang,103634000
Wallace Shawn,83754381
John Kassir,473957137
John C. Reilly,95858018
Brie Larson,201399269
Sean Bean,128058686
Marton Csokas,174486600
Maximiliano HernÃ¡ndez,697755005
Chris Ellis,146566134
John Rhys-Davies,139173350
Adam Sandler,104855499
Jenny Slate,231470370
David Wenham,190219040
Phil LaMarr,305570318
Nicole Kidman,78540353
Meryl Streep,74252686
Bill Paxton,105518549
Dileep Rao,912436646
Brian T. Delaney,607595141
Jemaine Clement,218539467
Ben Affleck,97528833
Jackie Chan,113743322
Michael PeÃ±a,106833111
Taika Waititi,494433366
Michael Beattie,604031496
Colin Firth,100617443
Arnold Schwarzenegger,120425616
David Cross,134733505
Jamie Waylett,897560740
Ralph Ineson,268141011
Daisy Ridley,486690590
Karl Urban,190944959
Callan Mulvey,314058224
John Cygan,761264830
Adam Driver,166275870
Shia LaBeouf,160953137
Jeff Garlin,188925859
Cliff Curtis,138902210
Russell Crowe,102730818
George Clooney,118656452
Tessa Thompson,306944244
Katie Leung,744474841
Jon Voight,104204039
Queen Latifah,118341507
James Franco,67564673
Julianne Moore,67444605
Laura Dern,96024449
Bill Murray,82085018
Halle Berry,114412612
Sam Neill,97125477
Chris Rock,107013632
Ty Simpkins,320573211
Philip Seymour Hoffman,106771924
Zendaya,465660709
Cheech Marin,96564221
Clark Gregg,164958374
Peter Cullen,319366833
Seann William Scott,149632283
Rhys Ifans,120733586
Amy Adams,129379287
William Melling,840490587
Afshan Azad,1004763934
Forest Whitaker,65093324
Patrick Wilson,119197257
Shea Whigham,124887304
Fiona Shaw,177097701
Greg Ellis,330322728
Kevin Costner,95083158
Whoopi Goldberg,69634081
John Boyega,290013901
Bernard Hill,307835521
Kevin Dorman,1639524590
Greg Grunberg,307240653
Joan Cusack,88996359
Daniel Cudmore,406515715
ZoÃ« Kravitz,180549748
Rose Byrne,118593066
Josh Hutcherson,167437823
Michelle Yeoh,167421346
Ross Marquand,1210780839
Richard Jenkins,66200145
Mel Gibson,79167918
Graham McTavish,321920984
Jada Pinkett Smith,171936114
Ian McShane,137497915
Pat Kiernan,534206696
Eddie Marsan,109123814
Carla Gugino,106693964
Kelly Kilgour,1599688526
Jennifer Connelly,116853577
Gerard Butler,111275763
Jason Bateman,116557682
Danny Glover,57556321
Colin Farrell,91837398
Joseph Gordon-Levitt,116411052
Tim Allen,164292984
Thomas Haden Church,132130234
Maya Rudolph,120795479
Pierce Brosnan,73600201
Bobby Cannavale,109435429
Rami Malek,247452677
Jonathan Pryce,97651047
Kristen Stewart,104068709
John Travolta,77978048
Sung Kang,245555528
Sean Anthony Moran,2327346714
Adam Brown,664828517
Dakota Fanning,113463007
Pierre Coffin,929232231
Matthew McConaughey,89327907
Michael Clarke Duncan,119073480
Alfre Woodard,98805391
Ray Winstone,125121023
Rachel McAdams,148800402
Emma Stone,177342097
Kiran Shah,658617867
Kevin Dunn,104538594
Jon Hamm,148282600
Kristen Bell,120918543
Tom Hollander,130542704
Keith David,55572213
Anna Kendrick,105848241
Harry Melling,349430174
Diane Lane,102903659
Chris Rankin,904195657
Tony Shalhoub,115362215
Albert Brooks,155094248
Jeremy Irons,87886504
Mike Myers,235559864
Christopher Walken,50797705
Peter Stormare,65702583
Stephen Fry,123890792
Richard Schiff,81032280
Michael Shannon,65180302
Lucas Black,232608670
Hank Azaria,129646437
Paul Walker,168757891
Amy Sedaris,146183564
Will Ferrell,82743998
Laurie Metcalf,141409533
Ian McDiarmid,337191774
Dominic Monaghan,273768041
Bob Peterson,730007542
Cedric the Entertainer,109467864
Omar Sy,256866916
Richard Kind,106461977
Temuera Morrison,229380098
Bruce Campbell,136011401
Viggo Mortensen,103480572
Ken Watanabe,255385532
James Marsden,96376032
Gemma Jones,188556107
Jordana Brewster,240640895
Glenn Close,81326195
Elsa Pataky,307565031
John Ortiz,122975904
Wes Studi,215113324
Steve Coulter,179225479
Dominic West,165325476
Max von Sydow,99870566
Denzel Washington,80988129
Chris Cooper,87552680
Jeffrey Tambor,82377225
Sam Claflin,194697742
Benjamin Bratt,129416282
Tony Revolori,328443760
Peter Mensah,304402977
Mark Strong,86889049
Christoph Waltz,202690477
Nicholas Hoult,146699859
Kirsten Dunst,96644598
Ben Mendelsohn,141731635
Denis Leary,108729067
Dan Aykroyd,66226134
Chris Renaud,605162031
Andy Garcia,62158314
Danny DeVito,76693279
Michelle Pfeiffer,87528465
Sacha Baron Cohen,262479632
Gary Weeks,299460037
Chris Pine,123300383
Emily Blunt,110125417
John Krasinski,122888386
Jesse Eisenberg,116026529
John Kani,695781994
Gwendoline Christie,379426783
Brad Bird,1042689947
Tom Wilkinson,66183443
Liv Tyler,134272472
Wayne Knight,160072786
J.B. Smoove,230911969
Brian Cox,52468062
Angourie Rice,376766556
Natalia Tena,413741849
Kristen Schaal,206870509
Evanna Lynch,591013125
Kellan Lutz,172285685
James D'Arcy,196515521
Ben Whishaw,147203505
Jake Johnson,179188503
Mindy Sterling,216137880
Anthony Anderson,100124341
Frances de la Tour,227640806
Jamie Campbell Bower,371485861
Nathalie Emmanuel,583163358
Taylor Lautner,290749931
Eugene Levy,94547021
Christopher Plummer,57970620
John DiMaggio,506860939
Michael Fassbender,122836572
Michael Rooker,103675350
Helen McCrory,269393460
John Lithgow,77586408
Catherine Keener,74630996
Ray Stevenson,175003025
Bronson Webb,446101779
John Malkovich,50177893
James Corden,167190709
Victor Garber,153997374
Laz Alonso,200082425
Nick Offerman,102415643
Zach Galifianakis,120531791
Toby Kebbell,158740757
Ken Leung,198280063
Andrew Garfield,207774434
Billy Burke,196434129
Octavia Spencer,91129330
Michael Douglas,87076486
Rance Howard,72469897
Jane Lynch,122148445
Clint Howard,69671688
Donald Glover,354535937
Val Kilmer,64737561
Anna Faris,125163269
Tim Rose,1290452106
Ted Raimi,148844718
Kevin James,160480782
Lucy Alexis Liu,93791904
Sean Astin,78476823
Rupert Everett,95765525
Josh Duhamel,119572877
Salma Hayek,70796882
Ken Stott,253629881
R. Lee Ermey,102738864
Jessica Chastain,105444933
Robert Hardy,315665921
Cillian Murphy,130478352
Sally Field,118186448
Jake Gyllenhaal,80356932
Danny Trejo,35806494
Common,83496043
George Harris,469457872
Liam Hemsworth,220291741
Richard Armitage,287496673
Marion Cotillard,106548884
Jorge Lendeborg Jr,310141664
David Schofield,265673631
Michael Stuhlbarg,154734978
Jodi Benson,616828518
Stephen Ure,527690243
Terry Crews,85737253
Mads Mikkelsen,136374278
Amy Poehler,131424148
Russell Brand,183906896
Dave Legeno,524358581
Ted Levine,104797955
Frances McDormand,85276954
Vincent D'Onofrio,62119796
David Warner,125988772
Bruce Spence,303956786
Peter Serafinowicz,280438195
Yvette Nicole Brown,330656014
Jackson Rathbone,191416720
Dolph Lundgren,93093859
Kevin Spacey,72531573
Idina Menzel,453257935
Christopher Knights,516648763
ClÃ©mence PoÃ©sy,328555429
Robin Wright,92666096
Henry Cavill,189548762
Peter Facinelli,133150920
Billy Connolly,138128961
Bryan Cranston,108709547
Leslie Mann,105393634
David Strathairn,52602606
Josh Peck,170280157
Bobby Moynihan,198650126
Terence Stamp,89222257
Danny Huston,79296655
Gemma Chan,254776640
Robert Zajonc,137161227
Andrew Stanton,713106181
James Gaylyn,1188212239
Jennifer Saunders,296819142
Craig T. Nelson,111300806
James Hong,69792362
Famke Janssen,84640740
Michelle Monaghan,98707653
Meg Ryan,98583099
Elizabeth Reaser,207778034
Kevin Kline,69209142
Liev Schreiber,58777406
Rachel Weisz,78357298
John Cho,83911221
Bruce Greenwood,64045365
Holly Hunter,100460583
Lake Bell,152526359
Patrick Warburton,89838023
Kath Soucie,152228916
Justin Long,61313080
Richard E. Grant,77601011
Vince Vaughn,81061805
Ava Acres,348182866
Ronan Summers,696208924
Miranda Otto,165294036
Kate Fleetwood,692637283
Patrick Crowley,865056134
Ezra Miller,246699268
Christopher Mintz-Plasse,156796135
Freddie Stroma,430784089
Drew Barrymore,76582808
Molly Shannon,70083791
Andy Richter,171224637
Jonathan Groff,380334503
Mackenzie Crook,213868512
Rafe Spall,162463379
Bill Pullman,59825724
Jared Harris,79273052
Ashley Greene,130923957
Lawrence Makoare,567180498
Billy Dee Williams,179084366
Don Rickles,261070541
Bernie Mac,120539930
Alan Arkin,64894413
Danny McBride,105450979
Jay Baruchel,134926513
Dennis Quaid,48186985
Thomas Lennon,99198232
Javier Bardem,108784880
Larry King,108762464
Monica Bellucci,134804337
Mel Brooks,134740951
Guy Pearce,63485688
Colm Feore,93464690
Tadanobu Asano,280145409
Taraji P. Henson,90767451
Joaquin Phoenix,88242433
PenÃ©lope Cruz,79779975
Bill Nunn,98465496
Dylan Baker,64372369
Jean-Claude Van Damme,71175058
Jason Momoa,167104981
Reese Witherspoon,74177734
Nikki Reed,196233181
Mahershala Ali,196130692
Jack Davenport,277442401
Tommy Lister,92407353
Dan Fogler,127936856
Christopher Fairbank,184060716
Michelle Williams,80760851
Julene Renee,550891708
Billy Zane,62364657
Joe Morton,110140291
"Cuba Gooding, Jr.",71558553
Luis GuzmÃ¡n,47005202
Rebecca Ferguson,205506552
Ray Romano,182191182
Miriam Margolyes,182012347
Blake Clark,251822730
Steve Zahn,62898669
Shane Rangi,653920448
Kenneth Branagh,93035573
Georgina Leonidas,813610314
Sterling K. Brown,216258906
Harry J. Lennix,107932848
Margot Robbie,111498385
Jeff Bridges,53793250
Oliver Platt,52041087
Jason Lee,97760318
Adewale Akinnuoye-Agbaje,160875654
Jena Malone,82494943
Mindy Kaling,246849554
Brett Cullen,168752226
Isabella Laughland,640886986
Jennifer Lopez,91369797
Jessie Cave,799365297
Scarlett Byrne,1065819012
Anna Shaffer,799364259
Edie McClurg,86344393
Stephen Graham,145150975
Joel Edgerton,88680563
Jennifer Coolidge,75974666
Aaron Taylor-Johnson,167703180
Hugh Grant,93593068
Alec Guinness,132472620
Bruce McGill,61115447
Sam Rockwell,50437139
Tiffany Espensen,529249152
Kelsey Grammer,85821867
Chin Han,396864372
Katherine Langford,793287784
Billy Boyd,317072226
David Bailie,528451874
Jonathan Hyde,316614511
Robert Patrick,58556584
Desmond Llewelyn,166282119
Rowan Atkinson,197080046
Kelly Macdonald,126092575
Robert Duvall,46357174
Kathryn Hahn,92564003
Mckenna Grace,165458868
Jack Nicholson,78568698
Isaach de BankolÃ©,136503072
Patrick Pinney,174288686
Woody Schultz,1567053625
Rob Schneider,71228935
Zachary Levi,148919865
Jed Brophy,521187888
Sebastian Armesto,1042048376
Harry Dean Stanton,52981401
Eric Bana,120179712
Rade Sherbedgia,141954226
Kyle Chandler,164352699
Martin Sheen,50317263
Viola Davis,79972183
Nick Nolte,44550249
Joel Moore,207848260
Matthew Wood,518263667
Casey Affleck,86371501
Christine Baranski,91413112
Sean Connery,64655618
David Dastmalchian,193241018
David Spade,90816491
Marco Khan,280282777
Scott Lawrence,770392964
Eddie Izzard,88037409
Missi Pyle,106100481
Lee Arenberg,128083225
Matthew Broderick,65259104
Randall Park,133297675
Isabella Amara,340541427
Harvey Keitel,39796505
Jon Curry,1530941220
James Rebhorn,69546575
Amanda Seyfried,84927158
Walt Dohrn,382084394
Annie Potts,145297019
Joe Pantoliano,56472951
Topher Grace,112779793
Garry Shandling,202407991
Aidan Turner,337184149
Timothy Dalton,178438045
Jennifer Aniston,81936127
Irrfan Khan,121253561
Peter G. Reed,1008860900
Seth Green,65747122
Ty Olsson,215925621
Al Pacino,58067022
James Kevin Ward,1005930365
Pete Postlethwaite,104012667
Alan Cumming,71781291
Joey King,125550280
Miranda Richardson,86033291
Jay Hernandez,120339589
Kate McKinnon,176899708
Mark Hadlow,600020648
Jay Leno,81007813
Jacob Tomuri,1497319794
Gary Sinise,115166188
Dan Hedaya,58695401
Kevin Bacon,48254578
Aaron Eckhart,74737254
James Nesbitt,373665237
Kenneth Choi,271708885
Austin Pendleton,62232353
Jack McGee,60958433
Jason Whyte,1492433003
Paul Yates,1492433003
Derek Jacobi,90414538
Stephen Tobolowsky,44531054
Cody Cameron,497148239
Booboo Stewart,124236198
Michael Gough,135519059
Javier Botet,212897486
Hayden Christensen,148980632
Christopher Lloyd,40757459
Steve Martin,64621581
Jeff Daniels,56022436
Estelle Harris,228103180
Dale Dye,92647267
Neil Patrick Harris,128781593
Luke Hawker,987145316
Josh Cowdery,739953518
Paula Malcomson,295934054
Willow Shields,591352538
Sven-Ole Thorsen,98323536
Patrick St. Esprit,245783377
Campbell Scott,105268527
Don Omar,736741830
Dee Bradley Baker,210316834
Bill Smitrovich,122678824
Emily Mortimer,70048931
Eddie Redmayne,172997691
Diane Keaton,60015787
Simon McBurney,226127572
Michael Blain-Rozgay,1467588524
Elle Fanning,69794856
Sean Patrick Murphy,1465288264
Ilram Choi,1464839565
Tracey Walter,53228240
Catherine O'Hara,78996483
Emma Fuhrmann,730711978
Richard Harris,94268103
Debra Wilson,265633014
Sylvester McCoy,486036846
William Kircher,728837947
Gene Hackman,46268802
Charlie Bewley,364364032
Stephen Hunter,582934956
Manu Bennett,582926025
Peter Hambleton,971540007
Dean O'Gorman,971540007
John Callen,971540007
Oliver Ford Davies,194131017
Chaske Spencer,363804899
Philip Baker Hall,59391795
Kevin Durand,100325609
Xander Berkeley,51941094
Nathan Meister,1452223777
Crispin Glover,82952192
Nathan Fillion,161273145
James Pitt,2899384102
Peter Dillon,2899384102
Kelson Henderson,2899384102
David Van Horn,2899384102
Sonia Yee,2899384102
Jahnel Curfman,2899384102
Kyla Warren,2899384102
Lucy Briant,2899384102
Gerry Blair,2899384102
Matt Chamberlain,2899384102
Wray Wilson,2899384102
Justice Smith,322117980
Mila Kunis,99910533
Robin Atkin Downes,321189706
Cameron Bright,222352018
John Michael Higgins,103149274
Carrie Coon,288703447
Daniel Bernhardt,192262516
Andy Samberg,125198275
Maggie Grace,119842131
Patricia Clarkson,53144072
Andrew Arrabito,1429681699
Vera Farmiga,66419820
Barry Pepper,98314824
Timothy Bartlett,948826136
Thandiwe Newton,91722230
Gil Birmingham,258481559
Julian Glover,157884782
Max Martini,149548698
Miles Teller,129130983
Ty Burrell,135233021
Deobia Oparei,315527891
Shirley Henderson,101345030
Albert Finney,94586159
Thomas Kretschmann,76539826
Phil Brown,943635778
Dennis Haysbert,76448574
John Cusack,35778066
Alex Meraz,565135405
RenÃ©e Zellweger,78465849
Geraldine James,176307794
Justin Theroux,104412571
Ron Perlman,39095551
Wanda Sykes,140730267
Richard Gere,55176856
Santino Fontana,562479078
Ed Helms,90652287
Brendan Fraser,58442100
Allen Covert,127480581
Chris Wedge,701116895
Rosemary Harris,175116127
Danny Nucci,280158753
Michael Giacchino,933511388
Keri Russell,127189289
Joonas Suotamo,932518162
Tony Jaa,186413306
Scott Eastwood,133126301
Billy Bob Thornton,48200663
Lexi Rabe,1397435160
Joe Russo,2794731755
Jim Starlin,2794731755
Ava Russo,2794731755
Lia Russo,2794731755
James Remar,59417657
Anna Paquin,84525820
Bridget Hoffman,199107026
Andy Nyman,253321112
Jean Reno,69537069
Embeth Davidtz,120932127
James DuMont,163143525
Lea Seydoux,115555965
Leslie Phillips,346481613
Patrick Gallagher,346150461
Genevieve O'Reilly,276862186
David Harbour,98857458
Miguel Ferrer,106362362
Anton Yelchin,83782155
Zeljko Ivanek,95323829
Spencer Wilding,251215201
Stephen McFeely,1381380822
John Cena,110363577
Ned Beatty,62682513
Jennifer Garner,83575808
Shefali Chowdhury,918591235
Mackenzie Foy,344321962
Patton Oswalt,64035705
Eden Estrella,1375628641
Jenifer Lewis,88749938
Catherine Zeta-Jones,105737135
Jimmy Vee,549612579
Jimmy Smits,171710797
Walton Goggins,119422464
Rodrigo Santoro,109833531
Jai Courtney,144477609
Verne Troyer,171552864
Brian Tyree Henry,130688971
Tommy Flanagan,97980685
Brian Tee,457124299
Joe Chrest,137070020
Cliff Robertson,152167748
Kelly Marie Tran,683825948
Jason Clarke,88112447
Matthew Cornwell,303194523
Elizabeth Debicki,181478212
John Oliver,452548804
Frances Fisher,113127998
Nasim Pedrad,386106094
Chris O'Dowd,112584772
Susan Sarandon,32937048
Jonathan Banks,89953086
Donnie Yen,99872692
Lindsay Duncan,134664794
Tom McGrath,448436347
Max Charles,448393333
William H. Macy,36804512
Jaime Camil,223861019
Ashley McGuire,537177228
Wayne PÃ©re,167796468
Miranda Cosgrove,335429467
Sam Elliott,74527794
Patrick Dempsey,107263088
Jim Carter,191396086
Bill SkarsgÃ¥rd,148790629
Billy Crystal,89080237
Vicki Lewis,222670755
Celia Imrie,106830901
Ed O'Neill,132946038
Megan Fox,110727829
Connie Nielsen,85655493
Carl Reiner,102063548
Jeff Pidgeon,884434113
Tony Goldwyn,94622353
Silas Carson,441500919
Mark Ryan,529574895
Akie Kotabe,378224903
RZA,105822159
Bernard Fox,660593008
George Lopez,85036592
BeyoncÃ© Knowles,263564667
Karan Soni,146265140
Charlie Day,154271801
Andy Buckley,218195237
Randall Duk Kim,290547833
Richard Dreyfuss,44244353
Jamie McShane,372737551
Awkwafina,130392203
Judah Friedlander,217067668
Michael Welch,200347519
Billie Lourd,434031557
John Brotherton,520754539
Marc McClure,118173726
Charles Parnell,518496112
Sala Baker,369863346
Delroy Lindo,71831649
Zac Efron,80778383
Cary Elwes,45339666
Rainn Wilson,107515005
Kerry Washington,83235853
Pip Torrens,257993600
Rosario Dawson,49612703
Anthony Edwards,107444759
Stephen Kearin,429696555
Marcia Gay Harden,47729056
Joseph Mazzello,286269371
Tony Hale,111981229
Carl Weathers,151100982
Charlton Heston,69405664
Toni Collette,42074939
Jackie Gonneau,284829910
Rebecca Hall,77626775
John Bell,512111878
Ewen Bremner,127985989
Dominic Cooper,111273743
David Oyelowo,82460948
David Ogden Stiers,82448829
Bill Cobbs,59386014
Ellie Kemper,232132170
Edward Norton,67176976
Dana Gaier,637872766
Aasif Mandvi,91102772
Andrew Jack,848777206
Nick Kroll,115738476
Olivia Munn,127221262
Tim Blake Nelson,39134532
Billy Crudup,66892996
Bill Camp,90768347
Ahmed Best,634819087
Kristin Scott Thomas,51786121
Tim Robbins,50740941
Nick Swardson,101474890
Justin Chon,180457791
Nathan Lane,67909634
Jamie Lee Curtis,59814901
Charles Dance,64408465
Martin Starr,104546762
Hector Elizondo,59724701
Julia Stiles,67780294
Isla Fisher,83486019
Christopher Heyerdahl,208347079
Craig Ferguson,192013731
Martin Lawrence,89029803
Jeremy Piven,46133744
Billy Eichner,355795511
Olek Krupa,248795307
Terrence Howard,52927166
Christian Serratos,496442122
Jet Li,118124108
John Bach,413166255
Scott Glenn,54900687
Gabriel Iglesias,123400627
Colin Salmon,145108455
Said Taghmaoui,117441242
Michael Adamthwaite,154068180
Scoot McNairy,94803455
Beth Grant,54771294
Chad Randall,492459268
Billy Magnussen,144831091
Dana Ivey,87884724
James Badge Dale,102515764
William Sadler,50208950
Eva Green,122997365
Madeleine McGraw,409403582
Ãlafur Darri Ãlafsson,188912134
Demi Moore,57062310
Peter Sarsgaard,56990893
Nick Jonas,188441111
Harry Shearer,62811209
Clint Eastwood,47090962
Jeremy Bulloch,305868698
Rob Riggle,90399540
Gerry Becker,174244525
M. Night Shyamalan,270883514
David Koechner,41227228
Amber Heard,93539451
Leonard Nimoy,143006099
Brent Spiner,134901631
Chris Sanders,485529175
Naomi Watts,44014656
Martin Short,73287059
Harriet Walter,142190712
Luke Grimes,185787537
Annette Bening,60354486
Riz Ahmed,133921961
Mike Dopud,172078547
Evan Peters,171970475
Li Bingbing,240750317
Giancarlo Esposito,47172088
Bob Hoskins,52280326
Yayan Ruhian,400450661
Rhys Darby,218227902
Graham Greene,74935578
James Spader,88748756
Justin Timberlake,119765635
Numan Acar,341729679
Doug Jones,68229287
Jon Bernthal,85285304
Mary Steenburgen,44218118
Sayed Badreya,140359096
Paul Whitehouse,264373730
Michael Madsen,37751977
ChloÃ« Grace Moretz,64278213
Julie White,198191150
Erick Avari,131949422
Carmen Ejogo,131908416
M. Emmet Walsh,32976543
Jack Quaid,263675505
Kaya Scodelario,158125544
Justin Bartha,131679803
James Woods,46433190
Edgar Wright,591674896
Clancy Brown,56334662
Paul Briggs,788049298
Vincent Cassel,73838663
David O Hara,102721273
Carrie Anne Moss,94502715
Robert Knepper,131158535
Paul Birchard,590142712
Larry Miller,51229131
Ashley Johnson,168187662
Rebel Wilson,147109467
James Caan,38541542
E. Roger Mitchell,146911093
Andrew Howard,213610448
Joe Pesci,87023891
Michael Byrne,167535224
Romy Rosemont,390877903
Jon Lovitz,50978668
Tracy Morgan,83734421
Timothy Olyphant,73240012
Elliot Page,93656797
Will Patton,42565541
Julia Jones,234100301
Diego Luna,90008823
Daniel BrÃ¼hl,101601708
Katherine Waterston,116814473
Ellen DeGeneres,291963325
Britain Dalton,1167182490
Nick Frost,116701011
"Clifton Collins, Jr.",45746416
Jenny Agutter,291625324
Emil Hostina,583099643
Matty Cardarople,194245030
Laura Haddock,332801139
Jesper Christensen,258701777
Johnny Knoxville,64585029
Nick Moran,232408277
Fred Willard,48399374
Lukas Haas,55292081
Scott Menville,165867432
Kevin Michael Richardson,210880715
Daniella Pineda,462531897
Isabella Sermon,1156017244
Victor McGuire,462112257
Marwan Kenzari,192364200
Joey Ansah,384356805
Elizabeth Perkins,100038153
Alicia Vela-Bailey,575191821
Yahya Abdul-Mateen II,191502569
Jason Flemyng,58780671
David Morse,55863770
Alexis Denisof,763437152
Bradley Whitford,54525342
Eric Braeden,1144066856
David Schwimmer,127105824
Stef Dawson,571668716
Rip Torn,43133036
Brian Doyle-Murray,73686043
